"city","number_deaths","state","state_code","month","year"
"Belford Roxo",213,"RJ",33,7,2019
"Bom Jardim",16,"RJ",33,7,2019
"Bom Jesus do Itabapoana",44,"RJ",33,7,2019
"Cabo Frio",136,"RJ",33,7,2019
"Cachoeiras de Macacu",45,"RJ",33,7,2019
"Cambuci",17,"RJ",33,7,2019
"Campos dos Goytacazes",450,"RJ",33,7,2019
"Cantagalo",23,"RJ",33,7,2019
"Carapebus",9,"RJ",33,7,2019
"Cardoso Moreira",4,"RJ",33,7,2019
"Carmo",23,"RJ",33,7,2019
"Casimiro de Abreu",20,"RJ",33,7,2019
"Comendador Levy Gasparian",4,"RJ",33,7,2019
"Conceição de Macabu",17,"RJ",33,7,2019
"Cordeiro",17,"RJ",33,7,2019
"Duas Barras",7,"RJ",33,7,2019
"Duque de Caxias",692,"RJ",33,7,2019
"Engenheiro Paulo de Frontin",7,"RJ",33,7,2019
"Guapimirim",40,"RJ",33,7,2019
"Iguaba Grande",18,"RJ",33,7,2019
"Itaborai",236,"RJ",33,7,2019
"Itaguai",79,"RJ",33,7,2019
"Italva",13,"RJ",33,7,2019
"Itaocara",25,"RJ",33,7,2019
"Itaperuna",99,"RJ",33,7,2019
"Itatiaia",15,"RJ",33,7,2019
"Japeri",54,"RJ",33,7,2019
"Laje do Muriaé",6,"RJ",33,7,2019
"Macae",151,"RJ",33,7,2019
"Mage",189,"RJ",33,7,2019
"Mangaratiba",30,"RJ",33,7,2019
"Maricá",93,"RJ",33,7,2019
"Mendes",14,"RJ",33,7,2019
"Mesquita",93,"RJ",33,7,2019
"Miguel Pereira",31,"RJ",33,7,2019
"Miracema",13,"RJ",33,7,2019
"Natividade",14,"RJ",33,7,2019
"Nilópolis",111,"RJ",33,7,2019
"Niteroi",493,"RJ",33,7,2019
"Nova Friburgo",148,"RJ",33,7,2019
"Nova Iguaçu",549,"RJ",33,7,2019
"Paracambi",37,"RJ",33,7,2019
"Paraiba do Sul",31,"RJ",33,7,2019
"Parati",33,"RJ",33,7,2019
"Paty do Alferes",12,"RJ",33,7,2019
"Petropolis",309,"RJ",33,7,2019
"Pinheiral",12,"RJ",33,7,2019
"Pirai",27,"RJ",33,7,2019
"Porciúncula",12,"RJ",33,7,2019
"Quatis",25,"RJ",33,7,2019
"Queimados",86,"RJ",33,7,2019
"Quissamã",16,"RJ",33,7,2019
"Resende",91,"RJ",33,7,2019
"Rio Bonito",43,"RJ",33,7,2019
"Rio Claro",15,"RJ",33,7,2019
"Rio das Flores",9,"RJ",33,7,2019
"Rio das Ostras",67,"RJ",33,7,2019
"Rio de Janeiro",5762,"RJ",33,7,2019
"Santa Maria Madalena",9,"RJ",33,7,2019
"Santo Antônio de Pádua",30,"RJ",33,7,2019
"São Fidélis",30,"RJ",33,7,2019
"São Francisco de Itabapoana",35,"RJ",33,7,2019
"São Gonçalo",547,"RJ",33,7,2019
"São João da Barra",27,"RJ",33,7,2019
"São João de Meriti",318,"RJ",33,7,2019
"São José de Ubá",4,"RJ",33,7,2019
"São José do Vale do Rio Preto",12,"RJ",33,7,2019
"São Pedro da Aldeia",71,"RJ",33,7,2019
"São Sebastião do Alto",10,"RJ",33,7,2019
"Sapucaia",10,"RJ",33,7,2019
"Saquarema",78,"RJ",33,7,2019
"Seropedica",59,"RJ",33,7,2019
"Silva Jardim",10,"RJ",33,7,2019
"Sumidouro",10,"RJ",33,7,2019
"Tanguá",17,"RJ",33,7,2019
"Teresopolis",164,"RJ",33,7,2019
"Trajano de Moraes",2,"RJ",33,7,2019
"Três Rios",80,"RJ",33,7,2019
"Valença",57,"RJ",33,7,2019
"Varre-Sai",8,"RJ",33,7,2019
"Vassouras",54,"RJ",33,7,2019
"Volta Redonda",242,"RJ",33,7,2019
"Angra dos Reis",101,"RJ",33,8,2019
"Aperibé",7,"RJ",33,8,2019
"Araruama",115,"RJ",33,8,2019
"Areal",11,"RJ",33,8,2019
"Armação dos Búzios",21,"RJ",33,8,2019
"Arraial do Cabo",1,"RJ",33,8,2019
"Barra do Pirai",57,"RJ",33,8,2019
"Barra Mansa",120,"RJ",33,8,2019
"Belford Roxo",219,"RJ",33,8,2019
"Bom Jardim",17,"RJ",33,8,2019
"Bom Jesus do Itabapoana",27,"RJ",33,8,2019
"Cabo Frio",155,"RJ",33,8,2019
"Cachoeiras de Macacu",46,"RJ",33,8,2019
"Cambuci",6,"RJ",33,8,2019
"Campos dos Goytacazes",407,"RJ",33,8,2019
"Cantagalo",18,"RJ",33,8,2019
"Carapebus",4,"RJ",33,8,2019
"Cardoso Moreira",11,"RJ",33,8,2019
"Carmo",12,"RJ",33,8,2019
"Casimiro de Abreu",12,"RJ",33,8,2019
"Comendador Levy Gasparian",6,"RJ",33,8,2019
"Conceição de Macabu",9,"RJ",33,8,2019
"Cordeiro",26,"RJ",33,8,2019
"Duas Barras",8,"RJ",33,8,2019
"Duque de Caxias",641,"RJ",33,8,2019
"Engenheiro Paulo de Frontin",9,"RJ",33,8,2019
"Guapimirim",24,"RJ",33,8,2019
"Iguaba Grande",28,"RJ",33,8,2019
"Itaborai",203,"RJ",33,8,2019
"Itaguai",81,"RJ",33,8,2019
"Italva",7,"RJ",33,8,2019
"Itaocara",22,"RJ",33,8,2019
"Itaperuna",77,"RJ",33,8,2019
"Itatiaia",13,"RJ",33,8,2019
"Japeri",55,"RJ",33,8,2019
"Laje do Muriaé",7,"RJ",33,8,2019
"Macae",128,"RJ",33,8,2019
"Mage",172,"RJ",33,8,2019
"Mangaratiba",33,"RJ",33,8,2019
"Maricá",101,"RJ",33,8,2019
"Mendes",18,"RJ",33,8,2019
"Mesquita",95,"RJ",33,8,2019
"Miguel Pereira",28,"RJ",33,8,2019
"Miracema",25,"RJ",33,8,2019
"Natividade",20,"RJ",33,8,2019
"Nilópolis",107,"RJ",33,8,2019
"Niteroi",491,"RJ",33,8,2019
"Nova Friburgo",139,"RJ",33,8,2019
"Nova Iguaçu",476,"RJ",33,8,2019
"Paracambi",32,"RJ",33,8,2019
"Paraiba do Sul",32,"RJ",33,8,2019
"Parati",14,"RJ",33,8,2019
"Paty do Alferes",17,"RJ",33,8,2019
"Petropolis",256,"RJ",33,8,2019
"Pinheiral",15,"RJ",33,8,2019
"Pirai",12,"RJ",33,8,2019
"Porciúncula",5,"RJ",33,8,2019
"Quatis",17,"RJ",33,8,2019
"Queimados",91,"RJ",33,8,2019
"Quissamã",14,"RJ",33,8,2019
"Resende",79,"RJ",33,8,2019
"Rio Bonito",40,"RJ",33,8,2019
"Rio Claro",13,"RJ",33,8,2019
"Rio das Flores",5,"RJ",33,8,2019
"Rio das Ostras",48,"RJ",33,8,2019
"Rio de Janeiro",5462,"RJ",33,8,2019
"Santa Maria Madalena",8,"RJ",33,8,2019
"Santo Antônio de Pádua",27,"RJ",33,8,2019
"São Fidélis",20,"RJ",33,8,2019
"São Francisco de Itabapoana",24,"RJ",33,8,2019
"São Gonçalo",552,"RJ",33,8,2019
"São João da Barra",30,"RJ",33,8,2019
"São João de Meriti",244,"RJ",33,8,2019
"São José de Ubá",2,"RJ",33,8,2019
"São José do Vale do Rio Preto",15,"RJ",33,8,2019
"São Pedro da Aldeia",51,"RJ",33,8,2019
"São Sebastião do Alto",8,"RJ",33,8,2019
"Sapucaia",9,"RJ",33,8,2019
"Saquarema",89,"RJ",33,8,2019
"Seropedica",51,"RJ",33,8,2019
"Silva Jardim",17,"RJ",33,8,2019
"Sumidouro",6,"RJ",33,8,2019
"Tanguá",21,"RJ",33,8,2019
"Teresopolis",141,"RJ",33,8,2019
"Trajano de Moraes",5,"RJ",33,8,2019
"Três Rios",74,"RJ",33,8,2019
"Valença",68,"RJ",33,8,2019
"Varre-Sai",8,"RJ",33,8,2019
"Vassouras",41,"RJ",33,8,2019
"Volta Redonda",246,"RJ",33,8,2019
"Angra dos Reis",95,"RJ",33,9,2019
"Aperibé",12,"RJ",33,9,2019
"Araruama",99,"RJ",33,9,2019
"Areal",4,"RJ",33,9,2019
"Armação dos Búzios",15,"RJ",33,9,2019
"Barra do Pirai",65,"RJ",33,9,2019
"Barra Mansa",123,"RJ",33,9,2019
"Belford Roxo",184,"RJ",33,9,2019
"Bom Jardim",20,"RJ",33,9,2019
"Bom Jesus do Itabapoana",44,"RJ",33,9,2019
"Cabo Frio",136,"RJ",33,9,2019
"Cachoeiras de Macacu",29,"RJ",33,9,2019
"Cambuci",16,"RJ",33,9,2019
"Campos dos Goytacazes",362,"RJ",33,9,2019
"Cantagalo",20,"RJ",33,9,2019
"Carapebus",7,"RJ",33,9,2019
"Cardoso Moreira",10,"RJ",33,9,2019
"Carmo",14,"RJ",33,9,2019
"Casimiro de Abreu",20,"RJ",33,9,2019
"Comendador Levy Gasparian",5,"RJ",33,9,2019
"Conceição de Macabu",14,"RJ",33,9,2019
"Cordeiro",24,"RJ",33,9,2019
"Duas Barras",6,"RJ",33,9,2019
"Duque de Caxias",607,"RJ",33,9,2019
"Engenheiro Paulo de Frontin",10,"RJ",33,9,2019
"Guapimirim",21,"RJ",33,9,2019
"Iguaba Grande",20,"RJ",33,9,2019
"Itaborai",174,"RJ",33,9,2019
"Itaguai",76,"RJ",33,9,2019
"Italva",15,"RJ",33,9,2019
"Itaocara",14,"RJ",33,9,2019
"Itaperuna",92,"RJ",33,9,2019
"Itatiaia",19,"RJ",33,9,2019
"Japeri",50,"RJ",33,9,2019
"Laje do Muriaé",7,"RJ",33,9,2019
"Macae",136,"RJ",33,9,2019
"Mage",138,"RJ",33,9,2019
"Mangaratiba",34,"RJ",33,9,2019
"Maricá",93,"RJ",33,9,2019
"Mendes",13,"RJ",33,9,2019
"Mesquita",92,"RJ",33,9,2019
"Miguel Pereira",38,"RJ",33,9,2019
"Miracema",18,"RJ",33,9,2019
"Natividade",16,"RJ",33,9,2019
"Nilópolis",118,"RJ",33,9,2019
"Niteroi",471,"RJ",33,9,2019
"Nova Friburgo",130,"RJ",33,9,2019
"Nova Iguaçu",487,"RJ",33,9,2019
"Paracambi",23,"RJ",33,9,2019
"Paraiba do Sul",28,"RJ",33,9,2019
"Parati",20,"RJ",33,9,2019
"Paty do Alferes",13,"RJ",33,9,2019
"Petropolis",245,"RJ",33,9,2019
"Pinheiral",13,"RJ",33,9,2019
"Pirai",25,"RJ",33,9,2019
"Porciúncula",12,"RJ",33,9,2019
"Quatis",18,"RJ",33,9,2019
"Queimados",87,"RJ",33,9,2019
"Quissamã",18,"RJ",33,9,2019
"Resende",94,"RJ",33,9,2019
"Rio Bonito",40,"RJ",33,9,2019
"Rio Claro",15,"RJ",33,9,2019
"Rio das Flores",7,"RJ",33,9,2019
"Rio das Ostras",66,"RJ",33,9,2019
"Rio de Janeiro",5111,"RJ",33,9,2019
"Santa Maria Madalena",2,"RJ",33,9,2019
"Santo Antônio de Pádua",41,"RJ",33,9,2019
"São Fidélis",28,"RJ",33,9,2019
"São Francisco de Itabapoana",27,"RJ",33,9,2019
"São Gonçalo",500,"RJ",33,9,2019
"São João da Barra",26,"RJ",33,9,2019
"São João de Meriti",264,"RJ",33,9,2019
"São José de Ubá",4,"RJ",33,9,2019
"São José do Vale do Rio Preto",10,"RJ",33,9,2019
"São Pedro da Aldeia",52,"RJ",33,9,2019
"São Sebastião do Alto",12,"RJ",33,9,2019
"Sapucaia",8,"RJ",33,9,2019
"Saquarema",69,"RJ",33,9,2019
"Seropedica",48,"RJ",33,9,2019
"Silva Jardim",10,"RJ",33,9,2019
"Sumidouro",7,"RJ",33,9,2019
"Tanguá",24,"RJ",33,9,2019
"Teresopolis",110,"RJ",33,9,2019
"Trajano de Moraes",6,"RJ",33,9,2019
"Três Rios",72,"RJ",33,9,2019
"Valença",50,"RJ",33,9,2019
"Varre-Sai",5,"RJ",33,9,2019
"Vassouras",58,"RJ",33,9,2019
"Volta Redonda",232,"RJ",33,9,2019
"Angra dos Reis",97,"RJ",33,10,2019
"Aperibé",4,"RJ",33,10,2019
"Araruama",102,"RJ",33,10,2019
"Areal",7,"RJ",33,10,2019
"Armação dos Búzios",29,"RJ",33,10,2019
"Arraial do Cabo",1,"RJ",33,10,2019
"Barra Mansa",134,"RJ",33,10,2019
"Belford Roxo",192,"RJ",33,10,2019
"Bom Jardim",20,"RJ",33,10,2019
"Bom Jesus do Itabapoana",21,"RJ",33,10,2019
"Cabo Frio",139,"RJ",33,10,2019
"Cachoeiras de Macacu",32,"RJ",33,10,2019
"Cambuci",10,"RJ",33,10,2019
"Campos dos Goytacazes",333,"RJ",33,10,2019
"Cantagalo",20,"RJ",33,10,2019
"Carapebus",5,"RJ",33,10,2019
"Cardoso Moreira",5,"RJ",33,10,2019
"Carmo",18,"RJ",33,10,2019
"Casimiro de Abreu",16,"RJ",33,10,2019
"Comendador Levy Gasparian",1,"RJ",33,10,2019
"Conceição de Macabu",14,"RJ",33,10,2019
"Cordeiro",19,"RJ",33,10,2019
"Duas Barras",5,"RJ",33,10,2019
"Duque de Caxias",300,"RJ",33,10,2019
"Engenheiro Paulo de Frontin",9,"RJ",33,10,2019
"Guapimirim",27,"RJ",33,10,2019
"Iguaba Grande",20,"RJ",33,10,2019
"Itaborai",166,"RJ",33,10,2019
"Itaguai",77,"RJ",33,10,2019
"Italva",11,"RJ",33,10,2019
"Itaocara",19,"RJ",33,10,2019
"Itaperuna",51,"RJ",33,10,2019
"Itatiaia",14,"RJ",33,10,2019
"Japeri",43,"RJ",33,10,2019
"Laje do Muriaé",4,"RJ",33,10,2019
"Macae",135,"RJ",33,10,2019
"Mage",185,"RJ",33,10,2019
"Mangaratiba",32,"RJ",33,10,2019
"Maricá",73,"RJ",33,10,2019
"Mendes",7,"RJ",33,10,2019
"Mesquita",66,"RJ",33,10,2019
"Miguel Pereira",27,"RJ",33,10,2019
"Miracema",25,"RJ",33,10,2019
"Natividade",7,"RJ",33,10,2019
"Nilópolis",125,"RJ",33,10,2019
"Niteroi",493,"RJ",33,10,2019
"Nova Friburgo",145,"RJ",33,10,2019
"Nova Iguaçu",493,"RJ",33,10,2019
"Paracambi",22,"RJ",33,10,2019
"Paraiba do Sul",36,"RJ",33,10,2019
"Parati",15,"RJ",33,10,2019
"Paty do Alferes",11,"RJ",33,10,2019
"Petropolis",244,"RJ",33,10,2019
"Pinheiral",11,"RJ",33,10,2019
"Pirai",11,"RJ",33,10,2019
"Porciúncula",6,"RJ",33,10,2019
"Quatis",13,"RJ",33,10,2019
"Queimados",91,"RJ",33,10,2019
"Quissamã",12,"RJ",33,10,2019
"Resende",79,"RJ",33,10,2019
"Rio Bonito",39,"RJ",33,10,2019
"Rio Claro",9,"RJ",33,10,2019
"Rio das Flores",9,"RJ",33,10,2019
"Rio das Ostras",44,"RJ",33,10,2019
"Rio de Janeiro",4681,"RJ",33,10,2019
"Santa Maria Madalena",8,"RJ",33,10,2019
"Santo Antônio de Pádua",28,"RJ",33,10,2019
"São Fidélis",2,"RJ",33,10,2019
"São Francisco de Itabapoana",22,"RJ",33,10,2019
"São Gonçalo",489,"RJ",33,10,2019
"São João da Barra",3,"RJ",33,10,2019
"São João de Meriti",247,"RJ",33,10,2019
"São José de Ubá",6,"RJ",33,10,2019
"São José do Vale do Rio Preto",14,"RJ",33,10,2019
"São Pedro da Aldeia",63,"RJ",33,10,2019
"São Sebastião do Alto",12,"RJ",33,10,2019
"Sapucaia",14,"RJ",33,10,2019
"Saquarema",55,"RJ",33,10,2019
"Seropedica",54,"RJ",33,10,2019
"Silva Jardim",10,"RJ",33,10,2019
"Sumidouro",7,"RJ",33,10,2019
"Tanguá",21,"RJ",33,10,2019
"Teresopolis",102,"RJ",33,10,2019
"Trajano de Moraes",9,"RJ",33,10,2019
"Três Rios",80,"RJ",33,10,2019
"Valença",70,"RJ",33,10,2019
"Varre-Sai",2,"RJ",33,10,2019
"Vassouras",43,"RJ",33,10,2019
"Volta Redonda",208,"RJ",33,10,2019
"Angra dos Reis",95,"RJ",33,11,2019
"Aperibé",3,"RJ",33,11,2019
"Araruama",91,"RJ",33,11,2019
"Areal",4,"RJ",33,11,2019
"Armação dos Búzios",13,"RJ",33,11,2019
"Arraial do Cabo",1,"RJ",33,11,2019
"Barra Mansa",104,"RJ",33,11,2019
"Belford Roxo",172,"RJ",33,11,2019
"Bom Jardim",11,"RJ",33,11,2019
"Bom Jesus do Itabapoana",34,"RJ",33,11,2019
"Cabo Frio",122,"RJ",33,11,2019
"Cachoeiras de Macacu",28,"RJ",33,11,2019
"Cambuci",9,"RJ",33,11,2019
"Campos dos Goytacazes",299,"RJ",33,11,2019
"Cantagalo",15,"RJ",33,11,2019
"Carapebus",4,"RJ",33,11,2019
"Cardoso Moreira",8,"RJ",33,11,2019
"Carmo",13,"RJ",33,11,2019
"Casimiro de Abreu",17,"RJ",33,11,2019
"Comendador Levy Gasparian",4,"RJ",33,11,2019
"Conceição de Macabu",10,"RJ",33,11,2019
"Cordeiro",21,"RJ",33,11,2019
"Duas Barras",4,"RJ",33,11,2019
"Duque de Caxias",260,"RJ",33,11,2019
"Engenheiro Paulo de Frontin",6,"RJ",33,11,2019
"Guapimirim",35,"RJ",33,11,2019
"Iguaba Grande",25,"RJ",33,11,2019
"Itaborai",164,"RJ",33,11,2019
"Itaguai",70,"RJ",33,11,2019
"Italva",8,"RJ",33,11,2019
"Itaocara",17,"RJ",33,11,2019
"Itaperuna",79,"RJ",33,11,2019
"Itatiaia",11,"RJ",33,11,2019
"Japeri",37,"RJ",33,11,2019
"Laje do Muriaé",8,"RJ",33,11,2019
"Macae",106,"RJ",33,11,2019
"Mage",157,"RJ",33,11,2019
"Mangaratiba",28,"RJ",33,11,2019
"Maricá",93,"RJ",33,11,2019
"Mendes",12,"RJ",33,11,2019
"Mesquita",59,"RJ",33,11,2019
"Miguel Pereira",25,"RJ",33,11,2019
"Miracema",21,"RJ",33,11,2019
"Natividade",12,"RJ",33,11,2019
"Nilópolis",95,"RJ",33,11,2019
"Niteroi",435,"RJ",33,11,2019
"Nova Friburgo",110,"RJ",33,11,2019
"Nova Iguaçu",271,"RJ",33,11,2019
"Paracambi",20,"RJ",33,11,2019
"Paraiba do Sul",23,"RJ",33,11,2019
"Parati",23,"RJ",33,11,2019
"Paty do Alferes",5,"RJ",33,11,2019
"Petropolis",237,"RJ",33,11,2019
"Pinheiral",16,"RJ",33,11,2019
"Pirai",19,"RJ",33,11,2019
"Porciúncula",9,"RJ",33,11,2019
"Quatis",15,"RJ",33,11,2019
"Queimados",74,"RJ",33,11,2019
"Quissamã",11,"RJ",33,11,2019
"Resende",70,"RJ",33,11,2019
"Rio Bonito",35,"RJ",33,11,2019
"Rio Claro",8,"RJ",33,11,2019
"Rio das Flores",6,"RJ",33,11,2019
"Rio das Ostras",50,"RJ",33,11,2019
"Rio de Janeiro",4610,"RJ",33,11,2019
"Santa Maria Madalena",5,"RJ",33,11,2019
"Santo Antônio de Pádua",32,"RJ",33,11,2019
"São Fidélis",2,"RJ",33,11,2019
"São Francisco de Itabapoana",32,"RJ",33,11,2019
"São Gonçalo",527,"RJ",33,11,2019
"São João da Barra",4,"RJ",33,11,2019
"São João de Meriti",244,"RJ",33,11,2019
"São José de Ubá",3,"RJ",33,11,2019
"São José do Vale do Rio Preto",11,"RJ",33,11,2019
"São Pedro da Aldeia",56,"RJ",33,11,2019
"São Sebastião do Alto",6,"RJ",33,11,2019
"Sapucaia",9,"RJ",33,11,2019
"Saquarema",63,"RJ",33,11,2019
"Seropedica",53,"RJ",33,11,2019
"Silva Jardim",13,"RJ",33,11,2019
"Sumidouro",5,"RJ",33,11,2019
"Tanguá",11,"RJ",33,11,2019
"Teresopolis",98,"RJ",33,11,2019
"Trajano de Moraes",6,"RJ",33,11,2019
"Três Rios",51,"RJ",33,11,2019
"Valença",61,"RJ",33,11,2019
"Vassouras",39,"RJ",33,11,2019
"Volta Redonda",209,"RJ",33,11,2019
"Angra dos Reis",107,"RJ",33,12,2019
"Aperibé",9,"RJ",33,12,2019
"Araruama",100,"RJ",33,12,2019
"Areal",7,"RJ",33,12,2019
"Armação dos Búzios",28,"RJ",33,12,2019
"Arraial do Cabo",6,"RJ",33,12,2019
"Barra Mansa",117,"RJ",33,12,2019
"Belford Roxo",214,"RJ",33,12,2019
"Bom Jardim",23,"RJ",33,12,2019
"Bom Jesus do Itabapoana",25,"RJ",33,12,2019
"Cabo Frio",135,"RJ",33,12,2019
"Cachoeiras de Macacu",41,"RJ",33,12,2019
"Cambuci",7,"RJ",33,12,2019
"Campos dos Goytacazes",337,"RJ",33,12,2019
"Cantagalo",17,"RJ",33,12,2019
"Carapebus",8,"RJ",33,12,2019
"Cardoso Moreira",8,"RJ",33,12,2019
"Carmo",18,"RJ",33,12,2019
"Casimiro de Abreu",17,"RJ",33,12,2019
"Comendador Levy Gasparian",6,"RJ",33,12,2019
"Conceição de Macabu",10,"RJ",33,12,2019
"Cordeiro",10,"RJ",33,12,2019
"Duas Barras",7,"RJ",33,12,2019
"Duque de Caxias",285,"RJ",33,12,2019
"Engenheiro Paulo de Frontin",4,"RJ",33,12,2019
"Guapimirim",30,"RJ",33,12,2019
"Iguaba Grande",25,"RJ",33,12,2019
"Itaborai",178,"RJ",33,12,2019
"Itaguai",72,"RJ",33,12,2019
"Italva",13,"RJ",33,12,2019
"Itaocara",22,"RJ",33,12,2019
"Itaperuna",70,"RJ",33,12,2019
"Itatiaia",12,"RJ",33,12,2019
"Japeri",53,"RJ",33,12,2019
"Laje do Muriaé",8,"RJ",33,12,2019
"Macae",115,"RJ",33,12,2019
"Mage",157,"RJ",33,12,2019
"Mangaratiba",29,"RJ",33,12,2019
"Maricá",94,"RJ",33,12,2019
"Mendes",16,"RJ",33,12,2019
"Mesquita",69,"RJ",33,12,2019
"Miguel Pereira",23,"RJ",33,12,2019
"Miracema",13,"RJ",33,12,2019
"Natividade",12,"RJ",33,12,2019
"Nilópolis",133,"RJ",33,12,2019
"Niteroi",470,"RJ",33,12,2019
"Nova Friburgo",139,"RJ",33,12,2019
"Nova Iguaçu",367,"RJ",33,12,2019
"Paracambi",34,"RJ",33,12,2019
"Paraiba do Sul",40,"RJ",33,12,2019
"Parati",23,"RJ",33,12,2019
"Paty do Alferes",10,"RJ",33,12,2019
"Petropolis",267,"RJ",33,12,2019
"Pinheiral",16,"RJ",33,12,2019
"Pirai",8,"RJ",33,12,2019
"Porciúncula",10,"RJ",33,12,2019
"Quatis",15,"RJ",33,12,2019
"Queimados",79,"RJ",33,12,2019
"Quissamã",8,"RJ",33,12,2019
"Resende",77,"RJ",33,12,2019
"Rio Bonito",47,"RJ",33,12,2019
"Rio Claro",6,"RJ",33,12,2019
"Rio das Flores",4,"RJ",33,12,2019
"Rio das Ostras",41,"RJ",33,12,2019
"Rio de Janeiro",4722,"RJ",33,12,2019
"Santa Maria Madalena",3,"RJ",33,12,2019
"Santo Antônio de Pádua",29,"RJ",33,12,2019
"São Fidélis",1,"RJ",33,12,2019
"São Francisco de Itabapoana",22,"RJ",33,12,2019
"São Gonçalo",568,"RJ",33,12,2019
"São João da Barra",7,"RJ",33,12,2019
"São João de Meriti",252,"RJ",33,12,2019
"São José de Ubá",3,"RJ",33,12,2019
"São José do Vale do Rio Preto",10,"RJ",33,12,2019
"São Pedro da Aldeia",67,"RJ",33,12,2019
"São Sebastião do Alto",3,"RJ",33,12,2019
"Sapucaia",10,"RJ",33,12,2019
"Saquarema",71,"RJ",33,12,2019
"Seropedica",46,"RJ",33,12,2019
"Silva Jardim",13,"RJ",33,12,2019
"Sumidouro",6,"RJ",33,12,2019
"Tanguá",18,"RJ",33,12,2019
"Teresopolis",138,"RJ",33,12,2019
"Trajano de Moraes",2,"RJ",33,12,2019
"Três Rios",74,"RJ",33,12,2019
"Valença",64,"RJ",33,12,2019
"Varre-Sai",2,"RJ",33,12,2019
"Vassouras",58,"RJ",33,12,2019
"Volta Redonda",251,"RJ",33,12,2019
"Angra dos Reis",113,"RJ",33,1,2020
"Aperibé",11,"RJ",33,1,2020
"Araruama",91,"RJ",33,1,2020
"Areal",9,"RJ",33,1,2020
"Armação dos Búzios",28,"RJ",33,1,2020
"Arraial do Cabo",26,"RJ",33,1,2020
"Belford Roxo",200,"RJ",33,1,2020
"Bom Jardim",32,"RJ",33,1,2020
"Bom Jesus do Itabapoana",35,"RJ",33,1,2020
"Cabo Frio",169,"RJ",33,1,2020
"Cachoeiras de Macacu",50,"RJ",33,1,2020
"Cambuci",14,"RJ",33,1,2020
"Campos dos Goytacazes",322,"RJ",33,1,2020
"Cantagalo",16,"RJ",33,1,2020
"Carapebus",11,"RJ",33,1,2020
"Cardoso Moreira",4,"RJ",33,1,2020
"Carmo",10,"RJ",33,1,2020
"Casimiro de Abreu",16,"RJ",33,1,2020
"Comendador Levy Gasparian",7,"RJ",33,1,2020
"Conceição de Macabu",12,"RJ",33,1,2020
"Cordeiro",14,"RJ",33,1,2020
"Duas Barras",7,"RJ",33,1,2020
"Duque de Caxias",524,"RJ",33,1,2020
"Guapimirim",23,"RJ",33,1,2020
"Iguaba Grande",18,"RJ",33,1,2020
"Itaborai",183,"RJ",33,1,2020
"Itaguai",64,"RJ",33,1,2020
"Italva",7,"RJ",33,1,2020
"Itaocara",18,"RJ",33,1,2020
"Itaperuna",82,"RJ",33,1,2020
"Itatiaia",12,"RJ",33,1,2020
"Japeri",58,"RJ",33,1,2020
"Laje do Muriaé",8,"RJ",33,1,2020
"Macae",136,"RJ",33,1,2020
"Mage",163,"RJ",33,1,2020
"Mangaratiba",38,"RJ",33,1,2020
"Maricá",103,"RJ",33,1,2020
"Mendes",6,"RJ",33,1,2020
"Mesquita",79,"RJ",33,1,2020
"Miguel Pereira",21,"RJ",33,1,2020
"Miracema",29,"RJ",33,1,2020
"Natividade",12,"RJ",33,1,2020
"Nilópolis",88,"RJ",33,1,2020
"Niteroi",457,"RJ",33,1,2020
"Nova Friburgo",148,"RJ",33,1,2020
"Nova Iguaçu",539,"RJ",33,1,2020
"Paracambi",26,"RJ",33,1,2020
"Paraiba do Sul",36,"RJ",33,1,2020
"Parati",21,"RJ",33,1,2020
"Paty do Alferes",16,"RJ",33,1,2020
"Petropolis",249,"RJ",33,1,2020
"Pinheiral",18,"RJ",33,1,2020
"Pirai",20,"RJ",33,1,2020
"Porciúncula",11,"RJ",33,1,2020
"Quatis",11,"RJ",33,1,2020
"Queimados",68,"RJ",33,1,2020
"Quissamã",15,"RJ",33,1,2020
"Resende",81,"RJ",33,1,2020
"Rio Bonito",41,"RJ",33,1,2020
"Rio Claro",11,"RJ",33,1,2020
"Rio das Flores",4,"RJ",33,1,2020
"Rio das Ostras",70,"RJ",33,1,2020
"Rio de Janeiro",4732,"RJ",33,1,2020
"Santa Maria Madalena",4,"RJ",33,1,2020
"Santo Antônio de Pádua",29,"RJ",33,1,2020
"São Fidélis",9,"RJ",33,1,2020
"São Francisco de Itabapoana",35,"RJ",33,1,2020
"São Gonçalo",481,"RJ",33,1,2020
"São João da Barra",3,"RJ",33,1,2020
"São João de Meriti",257,"RJ",33,1,2020
"São José de Ubá",2,"RJ",33,1,2020
"São José do Vale do Rio Preto",12,"RJ",33,1,2020
"São Pedro da Aldeia",62,"RJ",33,1,2020
"São Sebastião do Alto",12,"RJ",33,1,2020
"Sapucaia",6,"RJ",33,1,2020
"Saquarema",77,"RJ",33,1,2020
"Seropedica",53,"RJ",33,1,2020
"Silva Jardim",17,"RJ",33,1,2020
"Sumidouro",11,"RJ",33,1,2020
"Tanguá",25,"RJ",33,1,2020
"Teresopolis",98,"RJ",33,1,2020
"Trajano de Moraes",6,"RJ",33,1,2020
"Três Rios",58,"RJ",33,1,2020
"Valença",48,"RJ",33,1,2020
"Vassouras",36,"RJ",33,1,2020
"Volta Redonda",237,"RJ",33,1,2020
"Angra dos Reis",76,"RJ",33,2,2020
